ProductNameLong,Description,CompanyName,PackageIdentifier,TypeName,SpecificProductID,SpecificDrugProductID,GenericDrugProductID,EquivalenceCodes,BrandGenericStatus,LicenseTypeName,LegendStatus,MarketStatus,OffMarketDate,Repackaged,PrivateLabel,DEAClassification,ReplacedByPackageID,MarketClasses,PackageSize,Ingredients,OnMarketDate,WACBeginDate,WACPrice,WACPriceChange,WACUnitPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSEEL 2mL Fibrin Sealant Topical Solution Kit (Freeze Dried),"box, 4 vials, 1 ml Aprotinin (Bovine) 3,000IU/1mL, Topical solution, 1 ml Calcium Cl 40umole/1mL, Topical solution, 1 each Fibrinogen human 90mg/1mL, Powder for Topical solution, 1 each Human Thrombin 500IU/1mL, Powder for Topical solution and 1 each Wound Closure Kit",Baxter Medication Delivery,00338-4301-02,NDC,25661,21089,13183,NR,Brand,BLA,Rx,On,,No,No,NA,,Local Hemostatics (Topical),1,(163) Aprotinin (Bovine); (354) Calcium Chloride; (5729) Human Thrombin; (5730) Fibrinogen human,11/30/2017 0:00,1/1/2019,157.06,(+) 3.00,157.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSEEL 4mL Fibrin Sealant Topical Solution Kit (Freeze Dried),"box, 4 vials, 2 ml Aprotinin (Bovine) 3,000IU/1mL, Topical solution, 2 ml Calcium Cl 40umole/1mL, Topical solution, 1 each Fibrinogen human 90mg/1mL, Powder for Topical solution, 1 each Human Thrombin 500IU/1mL, Powder for Topical solution and 1 each Wound Closure Kit",Baxter Medication Delivery,00338-4302-04,NDC,25661,21089,13183,NR,Brand,BLA,Rx,On,,No,No,NA,,Local Hemostatics (Topical),1,(163) Aprotinin (Bovine); (354) Calcium Chloride; (5729) Human Thrombin; (5730) Fibrinogen human,11/30/2017 0:00,1/1/2019,269.69,(+) 5.29,269.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSEEL 10mL Fibrin Sealant Topical Solution Kit (Freeze Dried),"box, 4 vials, 5 ml Aprotinin (Bovine) 3,000IU/1mL, Topical solution, 5 ml Calcium Cl 40umole/1mL, Topical solution, 1 each Fibrinogen human 90mg/1mL, Powder for Topical solution, 1 each Human Thrombin 500IU/1mL, Powder for Topical solution and 1 each Wound Closure Kit",Baxter Medication Delivery,00338-4303-10,NDC,25661,21089,13183,NR,Brand,BLA,Rx,On,,No,No,NA,,Local Hemostatics (Topical),1,(163) Aprotinin (Bovine); (354) Calcium Chloride; (5729) Human Thrombin; (5730) Fibrinogen human,11/30/2017 0:00,1/1/2019,654.67,(+) 5.58,654.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSEEL 2mL Fibrin Sealant Topical Solution (Frozen),"pouch, 1 pre-filled syringe, 1 ml Fibrinogen human 90IU/1mL, Aprotinin (Synthetic) 3,000KIU/1mL, Topical solution, 1 ml Human Thrombin 500IU/1mL, Calcium Cl 40umole/1mL, Topical solution and 1 each Syringe Plunger Rod, 2 each Joining Piece, 4 each Cannula, blunt",Baxter Medication Delivery,00338-8402-01,NDC,26380,21466,13581,NR,Brand,BLA,Rx,On,,No,No,NA,,Local Hemostatics (Topical),2,(5729) Human Thrombin; (5730) Fibrinogen human; (354) Calcium Chloride; (5802) Aprotinin (Synthetic),11/30/2017 0:00,1/1/2019,149.35,(+) 5.10,74.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSEEL 2mL Fibrin Sealant Topical Solution (Frozen),"pre-filled syringe, 1 ml Fibrinogen human 90IU/1mL, Aprotinin (Synthetic) 3,000KIU/1mL, Topical solution, 1 ml Human Thrombin 500IU/1mL, Calcium Cl 40umole/1mL, Topical solution and 1 each Syringe Plunger Rod, 2 each Joining Piece, 4 each Cannula, blunt",Baxter Medication Delivery,00338-8402-02,NDC,26380,21466,13581,NR,Brand,BLA,Rx,On,,No,No,NA,,Local Hemostatics (Topical),2,(5729) Human Thrombin; (5730) Fibrinogen human; (354) Calcium Chloride; (5802) Aprotinin (Synthetic),11/30/2017 0:00,1/1/2019,149.35,(+) 5.10,74.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhopressa 0.02% Ophthalmic Solution,"bottle, dropper, 2.5 ml Netarsudil 0.2mg/1mL, Ophthalmic drops, solution","Aerie Pharmaceuticals, Inc.",70727-0497-25,NDC,25667,21095,13387,NR,Brand,NDA,Rx,On,,No,No,NA,,"Rho Kinase Inhibitors, Ophthalmic (Ophthalmic)",2.5,(5862) Netarsudil,4/2/2018 0:00,11/21/2018,249.61,(+) 9.00,99.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSEEL 4mL Fibrin Sealant Topical Solution (Frozen),"pouch, 1 pre-filled syringe, 2 ml Fibrinogen human 90IU/1mL, Aprotinin (Synthetic) 3,000KIU/1mL, Topical solution, 2 ml Human Thrombin 500IU/1mL, Calcium Cl 40umole/1mL, Topical solution and 1 each Syringe Plunger Rod, 2 each Joining Piece, 4 each Cannula, blunt",Baxter Medication Delivery,00338-8402-03,NDC,26380,21466,13581,NR,Brand,BLA,Rx,On,,No,No,NA,,Local Hemostatics (Topical),4,(5729) Human Thrombin; (5730) Fibrinogen human; (354) Calcium Chloride; (5802) Aprotinin (Synthetic),11/30/2017 0:00,1/1/2019,250.33,(+) 5.57,62.5825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TISSEEL 4mL Fibrin Sealant Topical Solution (Frozen),"pre-filled syringe, 2 ml Fibrinogen human 90IU/1mL, Aprotinin (Synthetic) 3,000KIU/1mL, Topical solution, 2 ml Human Thrombin 500IU/1mL, Calcium Cl 40umole/1mL, Topical solution and 1 each Syringe Plunger Rod, 2 each Joining Piece, 4 each Cannula, blunt",Baxter Medication Delivery,00338-8402-04,NDC,26380,21466,13581,NR,Brand,BLA,Rx,On,,No,No,NA,,Local Hemostatics (Topical),4,(5729) Human Thrombin; (5730) Fibrinogen human; (354) Calcium Chloride; (5802) Aprotinin (Synthetic),11/30/2017 0:00,1/1/2019,250.33,(+) 5.57,62.5825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Comfort 32G 5/32 inch Pen Needle,"box 100 each 32 gauge, 0.15625 inch Pen Needle","Home Aide Diagnostics, Inc.",91237-000177,UPC,19151,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,100,,11/21/2016 0:00,2/14/2019,87.23,(+) 0.56,0.8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Comfort 31G 1/4 inch Pen Needle,"box 100 each 31 gauge, 0.25 inch Pen Needle","Home Aide Diagnostics, Inc.",91237-000173,UPC,13296,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,100,,11/21/2016 0:00,2/14/2019,87.23,(+) 0.56,0.8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Comfort 31G 5/16 inch Pen Needle,"box 100 each 31 gauge, 0.3125 inch Pen Needle","Home Aide Diagnostics, Inc.",91237-000170,UPC,13228,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,100,,11/21/2016 0:00,2/14/2019,87.23,(+) 0.56,0.8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EasyAir Compressor Nebulizer Kit,"box 1 each Aerosol Delivery Tube, 1 each Connector Tubing, 1 each Inhalation Chamber, Valved, 1 each Inhalation Chamber, 1 each Inhaler mouthpiece, 5 each Nebulizer Filter, 1 each Nebulizer Kit","Home Aide Diagnostics, Inc.",91237-000160,UPC,24971,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,1,,10/27/2016 0:00,2/14/2019,156.77,(+) 8.50,156.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Comfort Twist Top Lancet 31G,box 100 each Lancet,"Home Aide Diagnostics, Inc",50632-000712,UPC,13186,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,100,,11/1/2016 0:00,2/21/2019,47.72,(+) 8.67,0.4772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Comfort Twist Top Lancet 30G,box 100 each Lancet,"Home Aide Diagnostics, Inc",50632-000701,UPC,13186,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,100,,7/1/2016 0:00,2/21/2019,47.72,(+) 2.49,0.4772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Comfort 32G 1/4 inch Pen Needle,"box 100 each 32 gauge, 0.25 inch Pen Needle","Home Aide Diagnostics, Inc",50632-000710,UPC,15017,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,100,,11/23/2016 0:00,2/21/2019,79.63,(+) 3.84,0.7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Sense Upper-Arm Blood Pressure Monitor System,"box 1 each Blood Pressure Monitor, 1 each Pressure Cuff","Home Aide Diagnostics, Inc.",91237-000106,UPC,17840,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,1,,8/1/2016 0:00,2/14/2019,159.33,(+) 12.46,159.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Sense Upper-Arm Blood Pressure Monitor System (XL Cuff),"box 1 each Blood Pressure Monitor, 1 each Pressure Cuff","Home Aide Diagnostics, Inc.",91237-000174,UPC,17840,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,1,,8/1/2016 0:00,2/14/2019,159.33,(+) 12.46,159.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talking Sense Talking Blood Pressure Monitor System,"box 1 each Blood Pressure Monitor, 1 each Pressure Cuff","Home Aide Diagnostics, Inc.",91237-000178,UPC,17840,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,1,,8/1/2016 0:00,2/14/2019,174.82,(+) 7.49,174.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Comfort 32G 1/4 inch Pen Needle,"box 100 each 32 gauge, 0.25 inch Pen Needle","Home Aide Diagnostics, Inc",50632-000704,UPC,15017,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,100,,11/23/2016 0:00,2/21/2019,79.63,(+) 3.84,0.7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clobetasol Propionate 0.05% Topical Ointment,"tube, 30 grams Clobetasol Prop 0.05%, Topical ointment",Zydus Pharmaceuticals (USA) Inc.,70710-1401-02,NDC,6275,4738,3401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Plain Topical Corticosteroids (Topical),30,(882) Clobetasol Propionate,3/19/2019 0:00,3/19/2019,62.17,,2.07233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clobetasol Propionate 0.05% Topical Ointment,"tube, 45 grams Clobetasol Prop 0.05%, Topical ointment",Zydus Pharmaceuticals (USA) Inc.,70710-1401-04,NDC,6275,4738,3401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Plain Topical Corticosteroids (Topical),45,(882) Clobetasol Propionate,3/19/2019 0:00,3/19/2019,93.24,,2.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clobetasol Propionate 0.05% Topical Ointment,"tube, 60 grams Clobetasol Prop 0.05%, Topical ointment",Zydus Pharmaceuticals (USA) Inc.,70710-1401-03,NDC,6275,4738,3401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Plain Topical Corticosteroids (Topical),60,(882) Clobetasol Propionate,3/19/2019 0:00,3/19/2019,124.31,,2.07183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicks Sinex Severe Congestion 325mg-200mg-5mg LiquiCap,"box, 2 single item blister cards, 12 each APAP 325mg, Guaifenesin 200mg, Phenylephrine HCl 5mg, Oral capsule, liquid filled",Procter & Gamble Personal Health Care,23900-0039-58,NDC,26699,21556,13624,NA,Brand,OTC Final,OTC,On,,No,No,NA,,"Analgesic, Decongestant and Expectorant Combinations (Oral)",24,(12) Acetaminophen; (1153) Guaifenesin; (2195) Phenylephrine Hydrochloride,7/10/2018 0:00,2/14/2019,4.42,(-) 36.76,0.18417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ursodiol 250mg Tablet,"bottle, 100 each Ursodiol 250mg, Oral tablet",BluePoint Laboratories,68001-0377-00,NDC,2947,2429,1581,AB,Generic,aNDA,Rx,On,,No,No,NA,,Bile Acid Agents (Oral),100,(1546) Ursodiol,4/1/2019 0:00,4/1/2019,214.59,,2.1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ursodiol 500mg Tablet,"bottle, 100 each Ursodiol 500mg, Oral tablet",BluePoint Laboratories,68001-0378-00,NDC,8167,6140,1581,AB,Generic,aNDA,Rx,On,,No,No,NA,,Bile Acid Agents (Oral),100,(1546) Ursodiol,4/1/2019 0:00,4/1/2019,380.27,,3.8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoxicillin/Clavulanate Potassium 250mg-62.5mg/5mL Powder for Suspension,"bottle, 75 ml Amoxicillin Trihydrate 250mg/5mL, Clavulanate Potassium 62.5mg/5mL, Powder for oral suspension",Neopharma Inc.,72508-0204-07,NDC,2694,2239,179,AB,Generic,AG,Rx,On,,No,No,NA,,Penicillin and Beta-Lactamase Inhibitor Combination Antibiotics (Oral),75,(122) Amoxicillin Trihydrate; (873) Clavulanate Potassium,4/1/2019 0:00,4/1/2019,90.61,,1.20813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoxicillin/Clavulanate Potassium 250mg-62.5mg/5mL Powder for Suspension,"bottle, 100 ml Amoxicillin Trihydrate 250mg/5mL, Clavulanate Potassium 62.5mg/5mL, Powder for oral suspension",Neopharma Inc.,72508-0204-10,NDC,2694,2239,179,AB,Generic,AG,Rx,On,,No,No,NA,,Penicillin and Beta-Lactamase Inhibitor Combination Antibiotics (Oral),100,(122) Amoxicillin Trihydrate; (873) Clavulanate Potassium,4/1/2019 0:00,4/1/2019,120.96,,1.2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayaldee 30mcg Extended-Release Capsule,"bottle, 60 each Calcifediol 30mcg, Oral capsule, extended release","OPKO Pharmaceuticals, LLC",70301-1001-02,NDC,24448,20372,13016,NR,Brand,NDA,Rx,On,,No,No,NA,,Vitamin D Supplements (Oral),60,(342) Calcifediol,11/7/2016 0:00,1/21/2019,2164,(+) 8.96,36.06667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITAL 1.0 Cal,can 237 ml Liquid Nutrition,Abbott Nutrition,70074-064829,UPC,23526,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,237,,11/14/2016 0:00,2/1/2019,4.82,(+) 17.84,0.02033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITAL 1.5 Cal,can 237 ml Liquid Nutrition,Abbott Nutrition,70074-064824,UPC,23519,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,237,,11/14/2016 0:00,2/1/2019,7.17,(+) 17.92,0.03025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITAL HP HIGH PROTEIN,bottle 237 ml Liquid Nutrition,Abbott Nutrition,70074-064817,UPC,23825,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,237,,11/14/2016 0:00,2/1/2019,7.25,(+) 17.88,0.03059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naproxen Sodium 275mg Tablet,"bottle, 100 each Naproxen Sod 275mg, Oral tablet",Aurobindo Pharma USA Inc.,65862-0515-01,NDC,1721,1544,246,AB,Generic,aNDA,Rx,On,,No,No,NA,,Nonsteroidal Antiinflammatory Drugs/NSAIDs (Oral),100,(2015) Naproxen Sodium,11/9/2016 0:00,6/17/2019,125,(-) 31.76,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menopur 75unit Powder for Injection,"box, 5 vials, 1 each Menotropins (FSH) 75IU, Menotropins (LH) 75IU, Lyophilisate for solution for injection and 10 ml Diluent, 5 each Vial adapter",Ferring Pharmaceuticals Inc,55566-7501-01,NDC,19530,12714,8101,NR,Brand,NDA,Rx,On,,No,No,NA,,Pituitary Hormones (Subcutaneous); Gonadotropins (Subcutaneous),5,(1936) Menotropins (FSH); (3748) Menotropins (LH),3/31/2013 0:00,4/19/2019,988.25,(+) 6.00,197.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imuran 50mg Tablet,"bottle, 100 each Azathioprine 50mg, Oral tablet",Sebela Pharmaceuticals Inc,54766-0590-10,NDC,1325,1207,704,AB,Brand,NDA,Rx,On,,No,No,NA,,Other Immunosuppressants (Oral); Other Specific Antirheumatics (Oral),100,(200) Azathioprine,1/1/2018 0:00,1/4/2019,719.44,(+) 7.49,7.1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenical 120mg Capsule,"bottle, 90 each Orlistat 120mg, Oral capsule","H2-Pharma, LLC",61269-0460-90,NDC,10205,7868,5553,NR,Brand,NDA,Rx,On,,No,No,NA,,Peripherally-Acting Antiobesity Products (Oral),90,(783) Orlistat,1/2/2018 0:00,1/1/2019,685.81,(+) 9.99,7.62011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aralast NP 0.5g Powder for Injection,"box, 1 vials, 1 each Alpha-1-Proteinase Inhibitor (Human), Lyophilisate for solution for injection and 1 each 20 Micron Filter, 1 each Double-Ended Needle, 25 ml Sterile Water for Injection","Baxalta Inc, a Shire Company",00944-2814-01,NDC,15575,12721,8104,NR,Brand,BLA,Rx,On,,No,No,NA,,Emphysema Agents (Intravenous),1,(71) Alpha-1-Proteinase Inhibitor (Human),11/3/2014 0:00,1/1/2019,0.55,(+) 1.85,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aralast NP 1g Powder for Injection,"box, 1 vials, 1 each Alpha-1-Proteinase Inhibitor (Human), Lyophilisate for solution for injection and 1 each 20 Micron Filter, 1 each Double-Ended Needle, 50 ml Sterile Water for Injection","Baxalta Inc, a Shire Company",00944-2815-01,NDC,15575,12721,8104,NR,Brand,BLA,Rx,On,,No,No,NA,,Emphysema Agents (Intravenous),1,(71) Alpha-1-Proteinase Inhibitor (Human),9/15/2014 0:00,1/1/2019,0.55,(+) 1.85,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 20mg Tablet,"unit dose blister card, 1 each Sildenafil Citrate 20mg, Oral tablet",American Health Packaging,60687-0416-11,NDC,11297,8929,6075,AB,Generic,aNDA,Rx,On,,No,No,NA,,Phosphodiesterase Inhibitors for PAH (Oral),1,(2072) Sildenafil Citrate,2/27/2019 0:00,2/27/2019,0.98,,0.98167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vardenafil Hydrochloride 10mg Tablet,"bottle, 30 each Vardenafil HCl 10mg, Oral tablet","AvKARE, Inc.",42291-0847-30,NDC,11588,9216,6190,AB,Generic,aNDA,Rx,On,,No,No,NA,,Phosphodiesterase Inhibitors for ED (Oral),30,(2614) Vardenafil Hydrochloride,2/6/2019 0:00,2/6/2019,785.36,,26.17867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venlafaxine Hydrochloride 75mg Tablet,"box, 6 unit dose blister card, 5 each Venlafaxine HCl 75mg, Oral tablet",AvPAK; a Division of AvKARE Inc,50268-0801-13,NDC,1237,1129,651,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",30,(1189) Venlafaxine Hydrochloride,2/8/2019 0:00,2/8/2019,22.29,,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vardenafil Hydrochloride 20mg Tablet,"bottle, 30 each Vardenafil HCl 20mg, Oral tablet","AvKARE, Inc.",42291-0848-30,NDC,11590,9218,6190,AB,Generic,aNDA,Rx,On,,No,No,NA,,Phosphodiesterase Inhibitors for ED (Oral),30,(2614) Vardenafil Hydrochloride,2/6/2019 0:00,2/6/2019,785.36,,26.17867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemcitabine Hydrochloride 1g/26.3mL Solution for Injection,"vial, 26.3 ml Gemcitabine HCl 38mg/1mL, Solution for injection",Sagent Pharmaceuticals,25021-0239-26,NDC,19099,15920,9991,AP,Generic,aNDA,Rx,On,,No,No,NA,,Pyrimidine Analogs (Intravenous),26.3,(1431) Gemcitabine Hydrochloride,2/19/2019 0:00,2/19/2019,38.52,,1.46464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemcitabine Hydrochloride 200mg/5.26mL Solution for Injection,"vial, 5.26 ml Gemcitabine HCl 38mg/1mL, Solution for injection",Sagent Pharmaceuticals,25021-0239-05,NDC,19099,15920,9991,AP,Generic,aNDA,Rx,On,,No,No,NA,,Pyrimidine Analogs (Intravenous),5.26,(1431) Gemcitabine Hydrochloride,2/19/2019 0:00,2/19/2019,7.71,,1.46578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciprofloxacin Hydrochloride 250mg Tablet,"bottle, 100 each Ciprofloxacin HCl 250mg, Oral tablet","Yiling Pharmaceutical, Inc.",69117-0008-01,NDC,539,497,299,AB,Generic,aNDA,Rx,On,,No,No,NA,,Fluoroquinolone Antibiotics (Oral),100,(859) Ciprofloxacin Hydrochloride,2/18/2019 0:00,2/18/2019,15,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bupivacaine Hydrochloride 0.75% Solution for Injection,"box, 25 vials, 30 ml Bupivacaine HCl 0.75%, Solution for injection",AuroMedics Pharma LLC,55150-0172-30,NDC,917,839,486,AP,Generic,aNDA,Rx,On,,No,No,NA,,Amide Local Anesthetics (Epidural); Amide Local Anesthetics (Retrobulbar),750,(316) Bupivacaine Hydrochloride,12/23/2013 0:00,4/1/2019,99.38,(+) 6.35,0.13251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trazodone Hydrochloride 100mg Tablet,"bottle, 100 each Trazodone HCl 100mg, Oral tablet","Accord Healthcare, Inc.",16729-0300-01,NDC,967,883,223,AB,Generic,aNDA,Rx,On,,No,No,NA,,Miscellaneous Antidepressants (Oral),100,(2237) Trazodone Hydrochloride,10/1/2018 0:00,10/1/2018,11.69,,0.1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trazodone Hydrochloride 100mg Tablet,"bottle, 1,000 each Trazodone HCl 100mg, Oral tablet","Accord Healthcare, Inc.",16729-0300-17,NDC,967,883,223,AB,Generic,aNDA,Rx,On,,No,No,NA,,Miscellaneous Antidepressants (Oral),1000,(2237) Trazodone Hydrochloride,10/1/2018 0:00,10/1/2018,116.9,,0.1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trazodone Hydrochloride 150mg Tablet,"bottle, 100 each Trazodone HCl 150mg, Oral tablet","Accord Healthcare, Inc.",16729-0301-01,NDC,405,382,223,AB,Generic,aNDA,Rx,On,,No,No,NA,,Miscellaneous Antidepressants (Oral),100,(2237) Trazodone Hydrochloride,10/1/2018 0:00,10/1/2018,36.1,,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trazodone Hydrochloride 150mg Tablet,"bottle, 500 each Trazodone HCl 150mg, Oral tablet","Accord Healthcare, Inc.",16729-0301-16,NDC,405,382,223,AB,Generic,aNDA,Rx,On,,No,No,NA,,Miscellaneous Antidepressants (Oral),500,(2237) Trazodone Hydrochloride,10/1/2018 0:00,10/1/2018,180.5,,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trazodone Hydrochloride 300mg Tablet,"bottle, 100 each Trazodone HCl 300mg, Oral tablet","Accord Healthcare, Inc.",16729-0302-01,NDC,968,884,223,AB,Generic,aNDA,Rx,On,,No,No,NA,,Miscellaneous Antidepressants (Oral),100,(2237) Trazodone Hydrochloride,10/1/2018 0:00,10/1/2018,325.71,,3.2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluphenazine Decanoate 125mg/5mL Solution for Injection,"box, 1 vials, 5 ml Fluphenazine Decanoate 25mg/1mL, Oil for injection",Mylan Institutional LLC ,67457-0359-59,NDC,10158,7822,5534,AO,Generic,aNDA,Rx,On,,No,No,NA,,First Generation Antipsychotics (Intramuscular); First Generation Antipsychotics (Subcutaneous),5,(733) Fluphenazine Decanoate,9/28/2018 0:00,9/28/2018,121,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timoptic-XE 0.25% Ophthalmic Gel Forming Solution,"bottle, dropper, 5 ml Timolol Maleate 0.25%, Ophthalmic gel forming solution","Bausch Health US, LLC",24208-0814-25,NDC,1512,1370,794,AB,Brand,NDA,Rx,On,,No,No,NA,,"Beta-blockers, Ophthalmic, Plain (Ophthalmic)",5,(1477) Timolol Maleate,2/26/2018 0:00,1/18/2019,203.62,(+) 6.00,40.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timoptic 0.25% Ophthalmic Solution,"bottle, dropper, 5 ml Timolol Maleate 0.25%, Ophthalmic drops, solution","Bausch Health US, LLC",24208-0812-05,NDC,8446,6360,4507,AT,Brand,NDA,Rx,On,,No,No,NA,,"Beta-blockers, Ophthalmic, Plain (Ophthalmic)",5,(1477) Timolol Maleate,2/26/2018 0:00,1/18/2019,174.04,(+) 5.99,34.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imbruvica 70mg Capsule,"bottle, 28 each Ibrutinib 70mg, Oral capsule",Pharmacyclics Inc,57962-0070-28,NDC,25762,21156,11675,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Bruton's Tyrosine Kinase (BTK) Inhibitors (Oral),28,(5142) Ibrutinib,2/26/2018 0:00,1/3/2019,12072.72,(+) 6.19,431.16857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timoptic 0.5% Ophthalmic Solution,"bottle, dropper, 5 ml Timolol Maleate 0.5%, Ophthalmic drops, solution","Bausch Health US, LLC",24208-0813-05,NDC,8341,6275,4507,AT1,Brand,NDA,Rx,On,,No,No,NA,,"Beta-blockers, Ophthalmic, Plain (Ophthalmic)",5,(1477) Timolol Maleate,2/26/2018 0:00,1/18/2019,188.34,(+) 5.99,37.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timoptic 0.5% Ophthalmic Solution,"bottle, dropper, 10 ml Timolol Maleate 0.5%, Ophthalmic drops, solution","Bausch Health US, LLC",24208-0813-10,NDC,8341,6275,4507,AT1,Brand,NDA,Rx,On,,No,No,NA,,"Beta-blockers, Ophthalmic, Plain (Ophthalmic)",10,(1477) Timolol Maleate,2/26/2018 0:00,1/18/2019,241.31,(+) 6.00,24.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imbruvica 140mg Tablet,"box, 2 single item blister cards, 14 each Ibrutinib 140mg, Oral tablet",Pharmacyclics Inc,57962-0014-28,NDC,25763,21157,13416,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Bruton's Tyrosine Kinase (BTK) Inhibitors (Oral),28,(5142) Ibrutinib,2/26/2018 0:00,1/3/2019,12072.72,(+) 6.19,431.16857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imbruvica 280mg Tablet,"box, 2 single item blister cards, 14 each Ibrutinib 280mg, Oral tablet",Pharmacyclics Inc,57962-0280-28,NDC,25764,21158,13416,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Bruton's Tyrosine Kinase (BTK) Inhibitors (Oral),28,(5142) Ibrutinib,2/26/2018 0:00,1/3/2019,12072.72,(+) 6.19,431.16857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
