"ProductNameLong","Description","CompanyName","PackageIdentifier","TypeName","SpecificProductID","SpecificDrugProductID","GenericDrugProductID","EquivalenceCodes","BrandGenericStatus","LicenseTypeName","LegendStatus","MarketStatus","OffMarketDate","Repackaged","PrivateLabel","DEAClassification","ReplacedByPackageID","MarketClasses","PackageSize","Ingredients","OnMarketDate","WACBeginDate","WACPrice","WACPriceChange","WACUnitPrice"
"Ecoza 1% Topical Foam","canister, 70 grams Econazole Nitrate 1%, Topical foam","Glenmark Therapeutics Inc., USA","23710-0100-70","NDC",21705,18339,11703,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Topical Dermatological Antifungals (Topical)",70.0000,"(1208) Econazole Nitrate","2019-04-05 00:00:00","2019-04-05","560.27",,"8.00386"
"RECEDO Topical Gel","bottle 20 grams Topical Emollient Gel","Glenmark Therapeutics Inc., USA","23710-0520-20","NDC",22656,,,"NA","Brand","N/A","Rx","On",,"No","No","NA",,"",20.0000,"","2019-04-05 00:00:00","2019-04-05","263.76",,"13.18800"
"Reguloid Sugar Free Powder for Suspension","bottle, 426 grams Psyllium, Powder for oral solution","Major Pharmaceuticals Inc, a Harvard Drug Group Company","10006-073116","UPC",26887,21594,10286,"NA","Generic","N/A","OTC","On",,"No","No","NA",,"Bulk Producers (Oral)",426.0000,"(2309) Psyllium","2019-04-17 00:00:00","2019-04-17","7.68",,"0.01803"
"Neosalus CP Topical Cream","box, 2 tubes, 200 grams Non-Steroidal Topical Cream","Glenmark Therapeutics Inc., USA","23710-0001-40","NDC",17911,14794,9186,"NA","Brand","N/A","Rx","On",,"No","No","NA",,"Emollients and Protectants, Other (Topical)",400.0000,"(412) Carbomers; (1116) Dimethicone; (3454) Ethylparaben; (1131) Glycerin; (3177) Methylparaben; (2184) Phenoxyethanol; (2483) Polysorbate 20; (2521) Povidone; (2295) Propylene Glycol; (3378) Propylparaben; (2554) Distilled Water; (1170) Sodium Hydroxide; (1715) Stearic Acid; (1519) Trolamine","2019-04-05 00:00:00","2019-04-05","420.59",,"1.05148"
"Neosalus Topical Cream","tube, 100 grams Non-Steroidal Topical Cream","Glenmark Therapeutics Inc., USA","23710-0001-10","NDC",17911,14794,9186,"NA","Brand","N/A","Rx","On",,"No","No","NA",,"Emollients and Protectants, Other (Topical)",100.0000,"(1116) Dimethicone; (3454) Ethylparaben; (1131) Glycerin; (3177) Methylparaben; (2184) Phenoxyethanol; (2483) Polysorbate 20; (2521) Povidone; (2295) Propylene Glycol; (3378) Propylparaben; (2554) Distilled Water; (1170) Sodium Hydroxide; (1715) Stearic Acid; (1519) Trolamine; (412) Carbomers","2019-04-05 00:00:00","2019-04-05","210.29",,"2.10290"
"Sevelamer Hydrochloride 800mg Tablet","bottle, 180 each Sevelamer HCl 800mg, Oral tablet","Winthrop U.S., a business of Sanofi-Aventis","00955-1048-18","NDC",10258,7920,5572,"AB","Generic","AG","Rx","On",,"No","No","NA",,"Mineral Binding Agents  (Oral)",180.0000,"(2442) Sevelamer Hydrochloride","2019-02-12 00:00:00","2019-02-12","1080.00",,"6.00000"
"Fluoxetine Hydrochloride 60mg Tablet","bottle, 30 each Fluoxetine HCl 60mg, Oral tablet","Taro Pharmaceuticals USA Inc","51672-5306-06","NDC",19062,15891,892,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Selective Serotonin Reuptake Inhibitor Antidepressants, SSRIs (Oral)",30.0000,"(731) Fluoxetine Hydrochloride","2019-02-13 00:00:00","2019-02-13","148.92",,"4.96400"
"Mycophenolate Mofetil 200mg/mL Powder for Suspension","bottle, 160 ml Mycophenolate Mofetil 200mg/1mL, Powder for oral suspension","Vistapharm Inc","66689-0307-08","NDC",23260,5137,3662,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Pyrimidine Synthesis Inhibitors (Oral)",160.0000,"(1995) Mycophenolate Mofetil","2019-02-15 00:00:00","2019-02-15","1160.05",,"7.25031"
"Tolterodine Tartrate 2mg Extended-Release Capsule","bottle, 30 each Tolterodine Tartrate 2mg, Oral capsule, extended release","Camber Pharmaceuticals Inc","31722-0607-30","NDC",11906,9519,6363,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",30.0000,"(1505) Tolterodine Tartrate","2019-02-13 00:00:00","2019-02-13","100.00",,"3.33333"
"Tolterodine Tartrate 4mg Extended-Release Capsule","bottle, 30 each Tolterodine Tartrate 4mg, Oral capsule, extended release","Camber Pharmaceuticals Inc","31722-0608-30","NDC",11907,9520,6363,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",30.0000,"(1505) Tolterodine Tartrate","2019-02-13 00:00:00","2019-02-13","100.00",,"3.33333"
"Piperacillin/Tazobactam 2.25g Powder for Injection","box, 10 vials, 1 each Piperacillin Sod 2g, Tazobactam Sod 0.25g, Powder for solution for injection","Apotex Corp","60505-6156-04","NDC",2034,1758,1055,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Penicillin and Beta-Lactamase Inhibitor Combination Antibiotics (Intravenous)",10.0000,"(2220) Piperacillin Sodium; (2139) Tazobactam Sodium","2019-02-15 00:00:00","2019-02-15","65.22",,"6.52200"
"Piperacillin/Tazobactam 2.25g Powder for Injection","vial, 1 each Piperacillin Sod 2g, Tazobactam Sod 0.25g, Powder for solution for injection","Apotex Corp","60505-6156-00","NDC",2034,1758,1055,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Penicillin and Beta-Lactamase Inhibitor Combination Antibiotics (Intravenous)",1.0000,"(2220) Piperacillin Sodium; (2139) Tazobactam Sodium","2019-02-15 00:00:00","2019-02-15","6.52",,"6.52200"
"Piperacillin/Tazobactam 3.375g Powder for Injection","box, 10 vials, 1 each Piperacillin Sod 3g, Tazobactam Sod 0.375g, Powder for solution for injection","Apotex Corp","60505-6157-04","NDC",2035,1759,1055,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Penicillin and Beta-Lactamase Inhibitor Combination Antibiotics (Intravenous)",10.0000,"(2220) Piperacillin Sodium; (2139) Tazobactam Sodium","2019-02-15 00:00:00","2019-02-15","97.80",,"9.78000"
"Piperacillin/Tazobactam 3.375g Powder for Injection","vial, 1 each Piperacillin Sod 3g, Tazobactam Sod 0.375g, Powder for solution for injection","Apotex Corp","60505-6157-00","NDC",2035,1759,1055,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Penicillin and Beta-Lactamase Inhibitor Combination Antibiotics (Intravenous)",1.0000,"(2220) Piperacillin Sodium; (2139) Tazobactam Sodium","2019-02-15 00:00:00","2019-02-15","9.78",,"9.78000"
"Atacand 32mg Tablet","bottle, 90 each Candesartan Cilexetil 32mg, Oral tablet","ANI Pharmaceuticals, Inc.","62559-0643-90","NDC",1509,1369,792,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Angiotensin-II Receptor Blockers/ARBs (Oral)",90.0000,"(393) Candesartan Cilexetil","2018-10-01 00:00:00","2018-10-01","816.45",,"9.07167"
"Propafenone Hydrochloride 425mg Extended-Release Capsule","bottle, 60 each Propafenone HCl 425mg, Oral capsule, extended release","Glenmark Pharmaceuticals","68462-0410-60","NDC",3237,2626,1726,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-arrhythmics, Class I-C (Oral)",60.0000,"(2285) Propafenone Hydrochloride","2017-11-03 00:00:00","2019-01-01","333.32","(-) 25.00","5.55533"
"Trokendi XR 100mg Capsule","bottle, 30 each Topiramate 100mg, Oral capsule, extended release","Supernus Pharmaceuticals, Inc","17772-0103-30","NDC",21395,18050,11530,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Anticonvulsants, Miscellaneous (Oral)",30.0000,"(1506) Topiramate","2017-11-20 00:00:00","2019-01-01","740.15","(+) 8.00","24.67166"
"Orphenadrine Citrate 60mg/2mL Solution for Injection","box, 10 vials, 2 ml Orphenadrine Citrate 30mg/1mL, Solution for injection","Hikma Pharmaceuticals USA Inc.","00641-6182-10","NDC",2279,1943,1209,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Muscle Relaxants, Centrally Acting, Plain (Intramuscular); Muscle Relaxants, Centrally Acting, Plain (Intravenous)",20.0000,"(784) Orphenadrine Citrate","2017-11-07 00:00:00","2018-11-01","156.00","(+) 30.00","7.80000"
"Orphenadrine Citrate 60mg/2mL Solution for Injection","vial, 2 ml Orphenadrine Citrate 30mg/1mL, Solution for injection","Hikma Pharmaceuticals USA Inc.","00641-6182-01","NDC",2279,1943,1209,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Muscle Relaxants, Centrally Acting, Plain (Intramuscular); Muscle Relaxants, Centrally Acting, Plain (Intravenous)",2.0000,"(784) Orphenadrine Citrate","2017-11-07 00:00:00","2018-11-01","15.60","(+) 30.00","7.80000"
"Buprenorphine/Naloxone 2mg-0.5mg Sublingual Film","pouch, 1 each Buprenorphine HCl 2mg, Naloxone HCl 0.5mg, Oral Dissolving film","Almatica Pharma, a subsidiary of Alvogen","52427-0692-11","NDC",17876,14762,9170,"AB","Generic","aNDA","Rx","On",,"No","No","schedule III",,"Agents for Opioid Dependence (Buccal); Agents for Opioid Dependence (Sublingual); Agents for Opioid Withdrawal (Buccal); Agents for Opioid Withdrawal (Sublingual)",1.0000,"(317) Buprenorphine Hydrochloride; (2009) Naloxone Hydrochloride","2019-05-01 00:00:00","2019-05-01","3.70",,"3.69933"
"Buprenorphine/Naloxone 4mg-1mg Sublingual Film","box, 30 pouches, 1 each Buprenorphine HCl 4mg, Naloxone HCl 1mg, Oral Dissolving film","Almatica Pharma, a subsidiary of Alvogen","52427-0694-03","NDC",20353,17091,9170,"AB","Generic","aNDA","Rx","On",,"No","No","schedule III",,"Agents for Opioid Dependence (Buccal); Agents for Opioid Dependence (Sublingual); Agents for Opioid Withdrawal (Buccal); Agents for Opioid Withdrawal (Sublingual)",30.0000,"(317) Buprenorphine Hydrochloride; (2009) Naloxone Hydrochloride","2019-05-01 00:00:00","2019-05-01","195.00",,"6.50000"
"Buprenorphine/Naloxone 4mg-1mg Sublingual Film","pouch, 1 each Buprenorphine HCl 4mg, Naloxone HCl 1mg, Oral Dissolving film","Almatica Pharma, a subsidiary of Alvogen","52427-0694-11","NDC",20353,17091,9170,"AB","Generic","aNDA","Rx","On",,"No","No","schedule III",,"Agents for Opioid Dependence (Buccal); Agents for Opioid Dependence (Sublingual); Agents for Opioid Withdrawal (Buccal); Agents for Opioid Withdrawal (Sublingual)",1.0000,"(317) Buprenorphine Hydrochloride; (2009) Naloxone Hydrochloride","2019-05-01 00:00:00","2019-05-01","6.50",,"6.50000"
"Amphetamine/Dextroamphetamine Salts 5mg Tablet","bottle, 100 each Amphetamine-Dextroamphetamine Salts 5mg, Oral tablet","Lannett Co Inc","00527-1500-37","NDC",1796,1608,117,"AB","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Psychostimulants, Amphetamines (Oral)",100.0000,"(123) Amphetamine Aspartate; (124) Amphetamine Sulfate; (1058) Dextroamphetamine Saccharate; (1059) Dextroamphetamine Sulfate","2019-05-01 00:00:00","2019-05-01","37.28",,"0.37280"
"Buprenorphine/Naloxone 8mg-2mg Sublingual Film","box, 30 pouches, 1 each Buprenorphine HCl 8mg, Naloxone HCl 2mg, Oral Dissolving film","Almatica Pharma, a subsidiary of Alvogen","52427-0698-03","NDC",17877,14763,9170,"AB","Generic","aNDA","Rx","On",,"No","No","schedule III",,"Agents for Opioid Dependence (Buccal); Agents for Opioid Dependence (Sublingual); Agents for Opioid Withdrawal (Buccal); Agents for Opioid Withdrawal (Sublingual)",30.0000,"(317) Buprenorphine Hydrochloride; (2009) Naloxone Hydrochloride","2019-05-01 00:00:00","2019-05-01","195.00",,"6.50000"
"Buprenorphine/Naloxone 8mg-2mg Sublingual Film","pouch, 1 each Buprenorphine HCl 8mg, Naloxone HCl 2mg, Oral Dissolving film","Almatica Pharma, a subsidiary of Alvogen","52427-0698-11","NDC",17877,14763,9170,"AB","Generic","aNDA","Rx","On",,"No","No","schedule III",,"Agents for Opioid Dependence (Buccal); Agents for Opioid Dependence (Sublingual); Agents for Opioid Withdrawal (Buccal); Agents for Opioid Withdrawal (Sublingual)",1.0000,"(317) Buprenorphine Hydrochloride; (2009) Naloxone Hydrochloride","2019-05-01 00:00:00","2019-05-01","6.50",,"6.50000"
"Hydrocodone Bitartrate/Acetaminophen 10mg-325mg Tablet","bottle, 500 each Hydrocodone Bit 10mg, APAP 325mg, Oral tablet","Lannett Co Inc","00527-1651-05","NDC",1361,1237,133,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",500.0000,"(639) Hydrocodone Bitartrate; (12) Acetaminophen","2018-09-19 00:00:00","2018-09-19","85.77",,"0.17154"
"Hydrocodone Bitartrate/Acetaminophen 10mg-325mg Tablet","bottle, 100 each Hydrocodone Bit 10mg, APAP 325mg, Oral tablet","Lannett Co Inc","00527-1651-01","NDC",1361,1237,133,"AA","Generic","aNDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists and Other Drug Combinations (Oral)",100.0000,"(639) Hydrocodone Bitartrate; (12) Acetaminophen","2018-09-19 00:00:00","2018-09-19","17.81",,"0.17810"
"Aczone 5% Topical Gel","tube, 60 grams Dapsone 5%, Topical gel","Almirall, LLC formerly Aqua Pharmaceuticals","00023-3670-60","NDC",15974,13072,8278,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Other Topical Anti-Acne Products (Topical)",60.0000,"(987) Dapsone","2018-09-20 00:00:00","2019-01-07","635.18","(+) 6.99","10.58633"
"Aczone 5% Topical Gel","tube, 90 grams Dapsone 5%, Topical gel","Almirall, LLC formerly Aqua Pharmaceuticals","00023-3670-90","NDC",15974,13072,8278,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Other Topical Anti-Acne Products (Topical)",90.0000,"(987) Dapsone","2018-09-20 00:00:00","2019-01-07","833.16","(+) 7.00","9.25733"
"Arsenic Trioxide 10mg/10mL Solution for Injection","box, 10 vials, 10 ml Arsenic Trioxide 1mg/1mL, Solution for injection","Fresenius Kabi USA, LLC","63323-0637-10","NDC",6289,4752,3410,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Other Antineoplastic Agents (Intravenous)",100.0000,"(172) Arsenic Trioxide","2018-10-05 00:00:00","2018-09-19","5940.00",,"59.40000"
"Arsenic Trioxide 10mg/10mL Solution for Injection","vial, 10 ml Arsenic Trioxide 1mg/1mL, Solution for injection","Fresenius Kabi USA, LLC","63323-0637-03","NDC",6289,4752,3410,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Other Antineoplastic Agents (Intravenous)",10.0000,"(172) Arsenic Trioxide","2018-10-05 00:00:00","2018-09-19","594.00",,"59.40000"
"Aczone 7.5% Topical Gel","bottle, pump, 60 grams Dapsone 7.5%, Topical gel","Almirall, LLC formerly Aqua Pharmaceuticals","00023-5206-60","NDC",24102,20170,8278,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Other Topical Anti-Acne Products (Topical)",60.0000,"(987) Dapsone","2018-09-20 00:00:00","2019-01-07","635.18","(+) 6.99","10.58633"
"Aczone 7.5% Topical Gel","bottle, pump, 90 grams Dapsone 7.5%, Topical gel","Almirall, LLC formerly Aqua Pharmaceuticals","00023-5206-90","NDC",24102,20170,8278,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Other Topical Anti-Acne Products (Topical)",90.0000,"(987) Dapsone","2018-09-20 00:00:00","2019-01-07","833.16","(+) 7.00","9.25733"
"Hydroxychloroquine Sulfate 200mg Tablet","bottle, 100 each Hydroxychloroquine SO4 200mg, Oral tablet","Dr. Reddy's Laboratories, Inc.","43598-0721-01","NDC",774,709,419,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimalarials (Oral); Other Antiinflammatory and Antirheumatic Agents (Oral)",100.0000,"(1595) Hydroxychloroquine Sulfate","2018-07-10 00:00:00","2018-07-10","51.78",,"0.51780"
"Hydroxychloroquine Sulfate 200mg Tablet","bottle, 500 each Hydroxychloroquine SO4 200mg, Oral tablet","Dr. Reddy's Laboratories, Inc.","43598-0721-05","NDC",774,709,419,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimalarials (Oral); Other Antiinflammatory and Antirheumatic Agents (Oral)",500.0000,"(1595) Hydroxychloroquine Sulfate","2018-07-10 00:00:00","2018-07-10","258.88",,"0.51776"
"Valsartan 320mg Tablet","bottle, 90 each Valsartan 320mg, Oral tablet","Unichem Pharmaceuticals USA, Inc","29300-0235-19","NDC",1732,1554,895,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Angiotensin-II Receptor Blockers/ARBs (Oral)",90.0000,"(2608) Valsartan","2018-07-11 00:00:00","2018-07-11","200.45",,"2.22722"
"Amiodarone Hydrochloride 200mg Tablet","bottle, 500 each Amiodarone HCl 200mg, Oral tablet","Northstar Rx LLC","16714-0844-02","NDC",137,129,83,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-arrhythmics, Class III (Oral)",500.0000,"(105) Amiodarone Hydrochloride","2018-09-26 00:00:00","2018-09-26","132.26",,"0.26452"
"Amiodarone Hydrochloride 400mg Tablet","bottle, 30 each Amiodarone HCl 400mg, Oral tablet","Northstar Rx LLC","16714-0845-01","NDC",1894,1675,83,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-arrhythmics, Class III (Oral)",30.0000,"(105) Amiodarone Hydrochloride","2018-09-26 00:00:00","2018-09-26","116.83",,"3.89433"
"Lactulose 10g Powder for Solution","box, 15 packets, 1 each Lactulose 10g, Powder for Oral sol/PWD","Foxland Pharmaceuticals, Inc.","69067-0010-15","NDC",13579,10956,7159,"NR","Generic","aNDA","Rx","On",,"No","No","NA",,"Osmotically-Acting Laxatives (Oral)",15.0000,"(1646) Lactulose","2018-09-27 00:00:00","2018-09-27","749.00",,"49.93333"
"QuilliChew ER 20mg Extended-Release Chewable Tablet","bottle, 100 each Methylphenidate HCl 20mg, Oral Chewable tablet, extended release","NextWave Pharmaceuticals, Inc. a subsidiary of Tris Pharma, Inc.","24478-0074-01","NDC",23524,19894,12715,"NR","Brand","NDA","Rx","On",,"No","No","schedule II",,"Psychostimulants, Methylphenidate Derivatives (Oral)",100.0000,"(1369) Methylphenidate Hydrochloride","2018-10-01 00:00:00","2019-01-09","1106.00","(+) 3.18","11.06000"
"QuilliChew ER 30mg Extended-Release Chewable Tablet","bottle, 100 each Methylphenidate HCl 30mg, Oral Chewable tablet, extended release","NextWave Pharmaceuticals, Inc. a subsidiary of Tris Pharma, Inc.","24478-0075-01","NDC",23738,19986,12715,"NR","Brand","NDA","Rx","On",,"No","No","schedule II",,"Psychostimulants, Methylphenidate Derivatives (Oral)",100.0000,"(1369) Methylphenidate Hydrochloride","2018-10-01 00:00:00","2019-01-09","1106.00","(+) 3.18","11.06000"
"QuilliChew ER 40mg Extended-Release Chewable Tablet","bottle, 100 each Methylphenidate HCl 40mg, Oral Chewable tablet, extended release","NextWave Pharmaceuticals, Inc. a subsidiary of Tris Pharma, Inc.","24478-0076-01","NDC",23739,19987,12715,"NR","Brand","NDA","Rx","On",,"No","No","schedule II",,"Psychostimulants, Methylphenidate Derivatives (Oral)",100.0000,"(1369) Methylphenidate Hydrochloride","2018-10-01 00:00:00","2019-01-09","1106.00","(+) 3.18","11.06000"
"Tadalafil 2.5mg Tablet","box, 2 single item blister pack, 15 each Tadalafil 2.5mg, Oral tablet","Teva Pharmaceuticals USA","00093-3016-65","NDC",15306,12531,57,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Phosphodiesterase Inhibitors for ED (Oral)",30.0000,"(2132) Tadalafil","2018-09-27 00:00:00","2018-09-27","295.49",,"9.84967"
"Tadalafil 2.5mg Tablet","blister pack, 15 each Tadalafil 2.5mg, Oral tablet","Teva Pharmaceuticals USA","00093-3016-30","NDC",15306,12531,57,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Phosphodiesterase Inhibitors for ED (Oral)",15.0000,"(2132) Tadalafil","2018-09-27 00:00:00","2018-09-27","9.85",,"0.65664"
"Tadalafil 5mg Tablet","bottle, 30 each Tadalafil 5mg, Oral tablet","Teva Pharmaceuticals USA","00093-3017-56","NDC",295,276,57,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Benign Prostatic Hypertrophy (BPH) Products (Oral); Phosphodiesterase Inhibitors for ED (Oral)",30.0000,"(2132) Tadalafil","2018-09-27 00:00:00","2018-09-27","295.49",,"9.84967"
"Tadalafil 5mg Tablet","box, 2 single item blister pack, 15 each Tadalafil 5mg, Oral tablet","Teva Pharmaceuticals USA","00093-3017-65","NDC",295,276,57,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Benign Prostatic Hypertrophy (BPH) Products (Oral); Phosphodiesterase Inhibitors for ED (Oral)",30.0000,"(2132) Tadalafil","2018-09-27 00:00:00","2018-09-27","295.49",,"9.84967"
"Tadalafil 5mg Tablet","blister pack, 15 each Tadalafil 5mg, Oral tablet","Teva Pharmaceuticals USA","00093-3017-30","NDC",295,276,57,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Benign Prostatic Hypertrophy (BPH) Products (Oral); Phosphodiesterase Inhibitors for ED (Oral)",15.0000,"(2132) Tadalafil","2018-09-27 00:00:00","2018-09-27","9.85",,"0.65664"
"Xtampza 36mg Extended-Release Capsule","bottle, 100 each Oxycodone 36mg, Oral capsule, extended release","Collegium Pharmaceutical, Inc.","24510-0140-10","NDC",24203,20243,12926,"NR","Brand","NDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists (Oral)",100.0000,"(4005) Oxycodone","2016-05-12 00:00:00","2019-01-01","1424.38","(+) 9.89","14.24380"
"Nutricia KetoCal 4:1 Enteral Suspension","container 237 ml Liquid Nutrition","Nutricia North America, Inc.","49735-013054","UPC",24205,,,"NA","Brand","N/A","OTC","On",,"No","No","NA",,"",237.0000,"","2014-01-13 00:00:00","2019-03-01","4.98","(+) 0.20","0.02101"
"Promacta 50mg Tablet","bottle, 30 each Eltrombopag Olamine 50mg, Oral tablet","Novartis Pharmaceuticals Corporation","00078-0686-15","NDC",16082,13152,8322,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Other Hemostatics (Oral)",30.0000,"(3823) Eltrombopag Olamine","2016-05-09 00:00:00","2019-01-15","8915.34","(+) 8.00","297.17800"
"Nutricia KetoCal 4:1 Enteral Suspension (Vanilla)","container 237 ml Liquid Nutrition","Nutricia North America, Inc.","49735-018796","UPC",24205,,,"NA","Brand","N/A","OTC","On",,"No","No","NA",,"",237.0000,"","2014-01-13 00:00:00","2019-03-01","4.98","(+) 0.20","0.02101"
"Activella 0.5mg-0.1mg Tablet","box, 1 single item dial packs, 28 each Estradiol 0.5mg, Norethindrone Acetate 0.1mg, Oral tablet","Amneal Specialty formerly Gemini Laboratories, LLC ","60846-0201-01","NDC",14462,11725,6365,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogen with Progestogen Combinations, Excluding Hormonal Contraceptives (Oral)",28.0000,"(648) Estradiol; (740) Norethindrone Acetate","2016-05-01 00:00:00","2019-01-04","255.61","(+) 9.89","9.12892"
"Triferic 272mg Powder for Solution for Hemodialysis","packet, 1 each Iron 272mg, Powder for solution for hemodialysis","Rockwell Medical, Inc.","57278-0315-01","NDC",24194,20234,12932,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Iron Supplements (Hemodialysis)",1.0000,"(613) Iron","2017-02-13 00:00:00","2019-05-01","80.00","(-) 58.33","80.00000"
"Trintellix 5mg Tablet","bottle, 30 each Vortioxetine 5mg, Oral tablet","Takeda Pharmaceuticals North America Inc","64764-0720-30","NDC",21494,18139,11585,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Miscellaneous Antidepressants (Oral)",30.0000,"(5108) Vortioxetine","2016-05-03 00:00:00","2019-01-03","383.67","(+) 1.50","12.78900"
"Trintellix 10mg Tablet","bottle, 30 each Vortioxetine 10mg, Oral tablet","Takeda Pharmaceuticals North America Inc","64764-0730-30","NDC",21527,18171,11585,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Miscellaneous Antidepressants (Oral)",30.0000,"(5108) Vortioxetine","2016-05-03 00:00:00","2019-01-03","383.67","(+) 1.50","12.78900"
"Trintellix 20mg Tablet","bottle, 30 each Vortioxetine 20mg, Oral tablet","Takeda Pharmaceuticals North America Inc","64764-0750-30","NDC",21528,18172,11585,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Miscellaneous Antidepressants (Oral)",30.0000,"(5108) Vortioxetine","2016-05-03 00:00:00","2019-01-03","383.67","(+) 1.50","12.78900"
"Desoximetasone 0.25% Topical Ointment","tube, 15 grams Desoximetasone 0.25%, Topical ointment","Teligent, Inc.","52565-0030-15","NDC",1219,1111,643,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",15.0000,"(1012) Desoximetasone","2016-05-05 00:00:00","2018-09-01","12.50","(-) 77.67","0.83333"
"Desoximetasone 0.25% Topical Ointment","tube, 60 grams Desoximetasone 0.25%, Topical ointment","Teligent, Inc.","52565-0030-60","NDC",1219,1111,643,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",60.0000,"(1012) Desoximetasone","2016-05-05 00:00:00","2018-09-01","37.50","(-) 80.15","0.62500"
"Desoximetasone 0.25% Topical Ointment","tube, 100 grams Desoximetasone 0.25%, Topical ointment","Teligent, Inc.","52565-0030-99","NDC",1219,1111,643,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",100.0000,"(1012) Desoximetasone","2016-05-05 00:00:00","2018-09-01","150.00","(-) 63.76","1.50000"
"Xtampza 13.5mg Extended-Release Capsule","bottle, 100 each Oxycodone 13.5mg, Oral capsule, extended release","Collegium Pharmaceutical, Inc.","24510-0115-10","NDC",24200,20240,12926,"NR","Brand","NDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists (Oral)",100.0000,"(4005) Oxycodone","2016-05-12 00:00:00","2019-01-01","655.98","(+) 9.89","6.55980"
"Xtampza 18mg Extended-Release Capsule","bottle, 100 each Oxycodone 18mg, Oral capsule, extended release","Collegium Pharmaceutical, Inc.","24510-0120-10","NDC",24201,20241,12926,"NR","Brand","NDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists (Oral)",100.0000,"(4005) Oxycodone","2016-05-12 00:00:00","2019-01-01","831.89","(+) 9.90","8.31890"
"Xtampza 27mg Extended-Release Capsule","bottle, 100 each Oxycodone 27mg, Oral capsule, extended release","Collegium Pharmaceutical, Inc.","24510-0130-10","NDC",24202,20242,12926,"NR","Brand","NDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists (Oral)",100.0000,"(4005) Oxycodone","2016-05-12 00:00:00","2019-01-01","1157.23","(+) 9.90","11.57230"
"Lanoxin 0.25mg/mL Solution for Injection","box, 10 ampules, 2 ml Digoxin 0.25mg/1mL, Solution for injection","Covis Pharma","70515-0260-10","NDC",3077,2505,1661,"AP","Brand","NDA","Rx","On",,"No","No","NA",,"Plain Cardiac Glycosides (Intramuscular); Plain Cardiac Glycosides (Intravenous)",20.0000,"(1099) Digoxin","2018-01-17 00:00:00","2019-06-04","1095.00","(+) 8.99","54.75000"
"Lanoxin Pediatric 0.1mg/mL Solution for Injection","box, 10 ampules, 1 ml Digoxin 0.1mg/1mL, Solution for injection","Covis Pharma","70515-0262-10","NDC",3076,2504,1661,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Plain Cardiac Glycosides (Intramuscular); Plain Cardiac Glycosides (Intravenous)",10.0000,"(1099) Digoxin","2018-01-17 00:00:00","2019-06-04","1095.00","(+) 8.99","109.50000"
